Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL,Event URL,method,Fighter1_Elo_Start,Fighter2_Elo_Start,Fighter1_Elo_End,Fighter2_Elo_End
UFC 10: The Tournament,1996-09-20,Open Weight,Don Frye,Mark Hall,Don Frye,KO/TKOHeadbutt,1,10:21,http://ufcstats.com/fight-details/de2ced807ed3eb0b,http://ufcstats.com/event-details/aee8eecfc4bfb1e7,KO,1063.6992439389737,1041.914523763466,1082.7409879640506,1022.8727797383891
UFC 10: The Tournament,1996-09-20,Open Weight,Sam Adkins,Felix Lee Mitchell,Sam Adkins,U-DEC,2,3:00,http://ufcstats.com/fight-details/f59b1215176636f6,http://ufcstats.com/event-details/aee8eecfc4bfb1e7,DEC,1003.8346297811066,979.0,1021.7155892129579,961.1190405681488
UFC 10: The Tournament,1996-09-20,Open Weight,Mark Coleman,Moti Horenstein,Mark Coleman,KO/TKOPunches,1,2:43,http://ufcstats.com/fight-details/ba65a2f56dc6a5ed,http://ufcstats.com/event-details/aee8eecfc4bfb1e7,KO,1046.5039647723158,1000.0,1063.4398335038206,983.0641312684952
UFC 10: The Tournament,1996-09-20,Open Weight,Geza Kalman,Dieusel Berto,Geza Kalman,KO/TKOPunches,1,5:57,http://ufcstats.com/fight-details/dc6a8ec4d6c477de,http://ufcstats.com/event-details/aee8eecfc4bfb1e7,KO,980.8893222285187,1000.0,1003.6783279194206,977.2109943090982
UFC 11: The Proving Ground,1996-12-07,Open Weight,David Abbott,Sam Adkins,David Abbott,SUBForearm Choke,1,2:06,http://ufcstats.com/fight-details/398ff6015a5ba3b5,http://ufcstats.com/event-details/6ceff86fae4f6b3b,SUB,1031.7667029643735,1021.7155892129579,1051.8519010512089,1001.6303911261226
UFC 11: The Proving Ground,1996-12-07,Open Weight,Scott Ferrozzo,Sam Fulton,Scott Ferrozzo,SUBInjury,1,1:45,http://ufcstats.com/fight-details/c413b0abc04358c3,http://ufcstats.com/event-details/6ceff86fae4f6b3b,SUB,977.030809108191,1000.0,1000.1884065382897,976.8424025699013
UFC 11: The Proving Ground,1996-12-07,Open Weight,Roberto Traven,Dave Berry,Roberto Traven,KO/TKOPunches,1,1:33,http://ufcstats.com/fight-details/3badedeb2c5533f4,http://ufcstats.com/event-details/6ceff86fae4f6b3b,KO,1000.0,1000.0,1021.0,979.0
UFC 11: The Proving Ground,1996-12-07,Open Weight,Mark Coleman,Julian Sanchez,Mark Coleman,SUBScarf Hold,1,0:45,http://ufcstats.com/fight-details/b03b58b04dafa93a,http://ufcstats.com/event-details/6ceff86fae4f6b3b,SUB,1063.4398335038206,1000.0,1079.0099347420046,984.4298987618159
UFC 11: The Proving Ground,1996-12-07,Open Weight,Brian Johnston,Reza Nasri,Brian Johnston,KO/TKOPunches,1,0:28,http://ufcstats.com/fight-details/7149494344c04258,http://ufcstats.com/event-details/6ceff86fae4f6b3b,KO,1005.6675529541208,1000.0,1026.149404299185,979.5181486549355
UFC 11: The Proving Ground,1996-12-07,Open Weight,Jerry Bohlander,Fabio Gurgel,Jerry Bohlander,U-DEC,1,15:00,http://ufcstats.com/fight-details/a5200c9bac3c420b,http://ufcstats.com/event-details/6ceff86fae4f6b3b,DEC,1001.969190891809,1000.0,1021.7970954640771,980.172095427732
UFC 11: The Proving Ground,1996-12-07,Open Weight,Mark Coleman,Brian Johnston,Mark Coleman,KO/TKOPunches,1,2:20,http://ufcstats.com/fight-details/b633d9d9626239ec,http://ufcstats.com/event-details/6ceff86fae4f6b3b,KO,1079.0099347420046,1026.149404299185,1095.4256138722637,1009.733725168926
UFC 11: The Proving Ground,1996-12-07,Open Weight,Scott Ferrozzo,David Abbott,Scott Ferrozzo,U-DEC,2,3:00,http://ufcstats.com/fight-details/9f6a7aee1fce539a,http://ufcstats.com/event-details/6ceff86fae4f6b3b,DEC,1000.1884065382897,1051.8519010512089,1024.91935977194,1027.1209478175585
UFC - Ultimate Ultimate '96,1997-02-07,Open Weight,Don Frye,Mark Hall,Don Frye,SUBAnkle Lock,1,0:20,http://ufcstats.com/fight-details/f716e27b04a6fbb5,http://ufcstats.com/event-details/9b5b5a75523728f3,SUB,1082.7409879640506,1022.8727797383891,1098.5937089889849,1007.020058713455
UFC - Ultimate Ultimate '96,1997-02-07,Open Weight,Don Frye,David Abbott,Don Frye,SUBRear Naked Choke,1,1:22,http://ufcstats.com/fight-details/d595d2c36ddba8ee,http://ufcstats.com/event-details/9b5b5a75523728f3,SUB,1098.5937089889849,1027.1209478175585,1113.5389449539641,1012.1757118525792
UFC - Ultimate Ultimate '96,1997-02-07,Open Weight,David Abbott,Steve Nelmark,David Abbott,KO/TKOPunch,1,1:03,http://ufcstats.com/fight-details/c8ff8a72f3c5a825,http://ufcstats.com/event-details/9b5b5a75523728f3,KO,1012.1757118525792,1021.0,1033.9939858080375,999.1817260445418
UFC - Ultimate Ultimate '96,1997-02-07,Open Weight,Ken Shamrock,Brian Johnston,Ken Shamrock,SUBForearm Choke,1,5:48,http://ufcstats.com/fight-details/fa48320affd3b2b4,http://ufcstats.com/event-details/9b5b5a75523728f3,SUB,1061.8511386788418,1009.733725168926,1078.3271656989612,993.2576981488065
UFC - Ultimate Ultimate '96,1997-02-07,Open Weight,Tai Bowden,Jack Nilson,Tai Bowden,KO/TKOHeadbutts,1,4:46,http://ufcstats.com/fight-details/2f449bd58b3d9a99,http://ufcstats.com/event-details/9b5b5a75523728f3,KO,979.0,1000.0,1001.969190891809,977.030809108191
UFC - Ultimate Ultimate '96,1997-02-07,Open Weight,David Abbott,Cal Worsham,David Abbott,KO/TKOPunches,1,2:51,http://ufcstats.com/fight-details/f84070b049bc14e6,http://ufcstats.com/event-details/9b5b5a75523728f3,KO,1033.9939858080375,1000.0224158426835,1051.9813618382775,982.0350398124434
UFC - Ultimate Ultimate '96,1997-02-07,Open Weight,Don Frye,Gary Goodridge,Don Frye,SUBOther,1,11:19,http://ufcstats.com/fight-details/9713ba5e92ee4f5d,http://ufcstats.com/event-details/9b5b5a75523728f3,SUB,1113.5389449539641,1001.2922776340872,1125.5494122999226,989.2818102881288
UFC - Ultimate Ultimate '96,1997-02-07,Open Weight,Steve Nelmark,Marcus Bossett,Steve Nelmark,SUBShoulder Choke,1,1:37,http://ufcstats.com/fight-details/d93c8c77e1091a16,http://ufcstats.com/event-details/9b5b5a75523728f3,SUB,999.1817260445418,1000.9091663415394,1020.340821527844,979.7500708582372
UFC - Ultimate Ultimate '96,1997-02-07,Open Weight,Mark Hall,Felix Lee Mitchell,Mark Hall,KO/TKO,1,1:45,http://ufcstats.com/fight-details/a5c90086fb65f58e,http://ufcstats.com/event-details/9b5b5a75523728f3,KO,1007.020058713455,961.1190405681488,1024.005734664213,944.1333646173908
UFC - Ultimate Ultimate '96,1997-02-07,Open Weight,Kimo Leopoldo,Paul Varelans,Kimo Leopoldo,KO/TKOPunches,1,9:08,http://ufcstats.com/fight-details/14e48e29fefe1b3d,http://ufcstats.com/event-details/9b5b5a75523728f3,KO,970.9122042023358,1027.0430648220583,997.3270173730837,1000.6282516513105
UFC 12: Judgement Day,1997-05-30,Heavyweight,Vitor Belfort,Scott Ferrozzo,Vitor Belfort,KO/TKOPunches,1,0:43,http://ufcstats.com/fight-details/fa347a9ac9d0558c,http://ufcstats.com/event-details/96eff1a628adcc7f,KO,1000.0,1024.91935977194,1023.3447835743561,1001.5745761975838
UFC 12: Judgement Day,1997-05-30,Lightweight,Jerry Bohlander,Nick Sanzo,Jerry Bohlander,SUBNeck Crank,1,0:39,http://ufcstats.com/fight-details/2963e9a4b8c10bc9,http://ufcstats.com/event-details/96eff1a628adcc7f,SUB,1021.7970954640771,1000.0,1040.8377533751723,980.9593420889047
UFC 12: Judgement Day,1997-05-30,Heavyweight,Vitor Belfort,Tra Telligman,Vitor Belfort,KO/TKOElbows,1,1:17,http://ufcstats.com/fight-details/b28809d58f8c18fd,http://ufcstats.com/event-details/96eff1a628adcc7f,KO,1023.3447835743561,1000.0,1042.2498529744248,981.0949305999313
UFC 12: Judgement Day,1997-05-30,Heavyweight,Mark Coleman,Dan Severn,Mark Coleman,SUBScarf Hold,1,2:57,http://ufcstats.com/fight-details/3e813ba25895913d,http://ufcstats.com/event-details/96eff1a628adcc7f,SUB,1095.4256138722637,1125.6331879633128,1119.2809208742015,1101.777880961375
UFC 12: Judgement Day,1997-05-30,Lightweight,Yoshiki Takahashi,Wallid Ismail,Yoshiki Takahashi,U-DEC,2,3:00,http://ufcstats.com/fight-details/e45feb9866eb2da7,http://ufcstats.com/event-details/96eff1a628adcc7f,DEC,1000.0,1000.0,1020.0,980.0
UFC 12: Judgement Day,1997-05-30,Lightweight,Jerry Bohlander,Rainy Martinez,Jerry Bohlander,SUBRear Naked Choke,1,1:24,http://ufcstats.com/fight-details/18af785da73b5996,http://ufcstats.com/event-details/96eff1a628adcc7f,SUB,1040.8377533751723,1000.0,1058.2448288404273,982.592924534745
UFC 12: Judgement Day,1997-05-30,Heavyweight,Justin Martin,Eric Martin,Justin Martin,SUBHeel Hook,1,0:14,http://ufcstats.com/fight-details/77bf1e37929b0d59,http://ufcstats.com/event-details/96eff1a628adcc7f,SUB,1000.0,1000.0,1021.0,979.0
UFC 12: Judgement Day,1997-05-30,Lightweight,Nick Sanzo,Jackie Lee,Nick Sanzo,KO/TKO,1,0:48,http://ufcstats.com/fight-details/565ecefd8a37ad7e,http://ufcstats.com/event-details/96eff1a628adcc7f,KO,980.9593420889047,1000.0,1003.7416809756332,977.2176611132714
UFC 12: Judgement Day,1997-05-30,Heavyweight,Scott Ferrozzo,Jim Mullen,Scott Ferrozzo,KO/TKOKnees,1,8:02,http://ufcstats.com/fight-details/72e7d6d5328bc3d6,http://ufcstats.com/event-details/96eff1a628adcc7f,KO,1001.5745761975838,1000.0,1022.4300305938655,979.1445456037184
UFC 13: The Ultimate Force,1997-07-27,Heavyweight,Vitor Belfort,David Abbott,Vitor Belfort,KO/TKOPunches,1,0:52,http://ufcstats.com/fight-details/0e16795e385e76a7,http://ufcstats.com/event-details/5bd533d50c8e7b8a,KO,1042.2498529744248,1051.9813618382775,1064.153025814728,1030.0781889979744
UFC 13: The Ultimate Force,1997-07-27,Heavyweight,Randy Couture,Steven Graham,Randy Couture,KO/TKOPunches,1,3:13,http://ufcstats.com/fight-details/4165dd0c39926e2f,http://ufcstats.com/event-details/5bd533d50c8e7b8a,KO,1000.0,1000.0,1021.0,979.0
UFC 13: The Ultimate Force,1997-07-27,Lightweight,Guy Mezger,Tito Ortiz,Guy Mezger,SUBGuillotine Choke,1,2:00,http://ufcstats.com/fight-details/86f566f142593667,http://ufcstats.com/event-details/5bd533d50c8e7b8a,SUB,1040.1106777714813,1000.0,1057.578723379054,982.5319543924273
UFC 13: The Ultimate Force,1997-07-27,Heavyweight,Randy Couture,Tony Halme,Randy Couture,SUBRear Naked Choke,1,0:56,http://ufcstats.com/fight-details/75d16f9eae9c6ea6,http://ufcstats.com/event-details/5bd533d50c8e7b8a,SUB,1021.0,1000.0,1040.1106777714813,980.8893222285187
UFC 13: The Ultimate Force,1997-07-27,Heavyweight,Steven Graham,Dmitri Stepanov,Steven Graham,SUBKeylock,1,1:30,http://ufcstats.com/fight-details/e3255c742fff811c,http://ufcstats.com/event-details/5bd533d50c8e7b8a,SUB,979.0,1000.0,1001.969190891809,977.030809108191
UFC 13: The Ultimate Force,1997-07-27,Lightweight,Guy Mezger,Christophe Leninger,Guy Mezger,U-DEC,2,3:00,http://ufcstats.com/fight-details/45e49fe8d3d1bfb5,http://ufcstats.com/event-details/5bd533d50c8e7b8a,DEC,1057.578723379054,980.8893222285187,1071.433509189986,967.034536417587
UFC 13: The Ultimate Force,1997-07-27,Lightweight,Jack Nilson,Saeed Hosseini,Jack Nilson,KO/TKOElbows,1,1:23,http://ufcstats.com/fight-details/0473ef44197be419,http://ufcstats.com/event-details/5bd533d50c8e7b8a,KO,977.030809108191,1000.0,1000.1884065382897,976.8424025699013
UFC 13: The Ultimate Force,1997-07-27,Lightweight,Tito Ortiz,Wes Albritton,Tito Ortiz,KO/TKOPunches,1,0:31,http://ufcstats.com/fight-details/f3c33d0b7a087eaf,http://ufcstats.com/event-details/5bd533d50c8e7b8a,KO,982.5319543924273,1000.0,1005.1647690576178,977.3671853348095
UFC 13: The Ultimate Force,1997-07-27,Lightweight,Enson Inoue,Royce Alger,Enson Inoue,SUBArmbar,1,1:36,http://ufcstats.com/fight-details/90557b479ce1c2a7,http://ufcstats.com/event-details/5bd533d50c8e7b8a,SUB,1000.0,1000.0,1021.0,979.0
UFC 14: Showdown,1997-10-17,Heavyweight,Mark Kerr,Dan Bobish,Mark Kerr,SUBOther,1,1:38,http://ufcstats.com/fight-details/1f561a3e35a9b48a,http://ufcstats.com/event-details/dc950d59dc590aca,SUB,1000.0,1000.0,1021.0,979.0
UFC 14: Showdown,1997-10-17,Heavyweight,Maurice Smith,Mark Coleman,Maurice Smith,U-DEC,3,3:00,http://ufcstats.com/fight-details/1a5171802bf3bce6,http://ufcstats.com/event-details/dc950d59dc590aca,DEC,1000.0,1119.2809208742015,1031.369598840206,1087.9113220339955
UFC 14: Showdown,1997-10-17,Heavyweight,Dan Bobish,Brian Johnston,Dan Bobish,SUBForearm Choke,1,2:10,http://ufcstats.com/fight-details/3f6c0a76407e1863,http://ufcstats.com/event-details/dc950d59dc590aca,SUB,979.0,993.2576981488065,1001.3288301741275,970.9288679746791
UFC 14: Showdown,1997-10-17,Lightweight,Kevin Jackson,Tony Fryklund,Kevin Jackson,SUBRear Naked Choke,1,0:44,http://ufcstats.com/fight-details/c92596c3143db25b,http://ufcstats.com/event-details/dc950d59dc590aca,SUB,1000.0,1000.0,1021.0,979.0
UFC 14: Showdown,1997-10-17,Lightweight,Kevin Jackson,Todd Butler,Kevin Jackson,KO/TKOPunches,1,1:27,http://ufcstats.com/fight-details/e0a11799d3446b87,http://ufcstats.com/event-details/dc950d59dc590aca,KO,1021.0,1000.0,1040.1106777714813,980.8893222285187
UFC 14: Showdown,1997-10-17,Lightweight,Tony Fryklund,Donnie Chappell,Tony Fryklund,SUBOther - Choke,1,1:31,http://ufcstats.com/fight-details/1586c14f26880553,http://ufcstats.com/event-details/dc950d59dc590aca,SUB,979.0,1000.0,1001.969190891809,977.030809108191
UFC 14: Showdown,1997-10-17,Lightweight,Joe Moreira,Yuri Vaulin,Joe Moreira,U-DEC,2,3:00,http://ufcstats.com/fight-details/6158150558be0edf,http://ufcstats.com/event-details/dc950d59dc590aca,DEC,980.6701998991182,1000.0,1002.3938895175179,978.2763103816003
UFC 14: Showdown,1997-10-17,Heavyweight,Alex Hunter,Sam Fulton,Alex Hunter,SUBOther,1,2:30,http://ufcstats.com/fight-details/f373e50e2fab3d5f,http://ufcstats.com/event-details/dc950d59dc590aca,SUB,1000.0,976.8424025699013,1018.9214424623598,957.9209601075415
UFC 14: Showdown,1997-10-17,Heavyweight,Mark Kerr,Moti Horenstein,Mark Kerr,KO/TKOPunches,1,2:22,http://ufcstats.com/fight-details/f44aa569b4eec404,http://ufcstats.com/event-details/dc950d59dc590aca,KO,1021.0,983.0641312684952,1038.651098426767,965.4130328417282
UFC 15: Collision Course,1997-12-21,Heavyweight,Alex Hunter,Harry Moskowitz,Alex Hunter,S-DEC,1,12:00,http://ufcstats.com/fight-details/c99e302777049f2d,http://ufcstats.com/event-details/07a18ae55dfc3cd9,DEC,1018.9214424623598,1000.0,1037.2965524524368,981.624890009923
UFC 15: Collision Course,1997-12-21,Heavyweight,Dwayne Cason,Houston Dorr,Dwayne Cason,KO/TKOPunches,1,3:43,http://ufcstats.com/fight-details/da77ead135cb4f17,http://ufcstats.com/event-details/07a18ae55dfc3cd9,KO,1000.0,1000.0,1021.0,979.0
UFC 15: Collision Course,1997-12-21,Heavyweight,Mark Kerr,Greg Stott,Mark Kerr,KO/TKOKnee,1,0:17,http://ufcstats.com/fight-details/6603f1d60bfeefa9,http://ufcstats.com/event-details/07a18ae55dfc3cd9,KO,1038.651098426767,1000.0,1056.2418839512409,982.4092144755263
UFC 15: Collision Course,1997-12-21,Heavyweight,Dave Beneteau,Carlos Barreto,Dave Beneteau,U-DEC,2,3:00,http://ufcstats.com/fight-details/3bd789bcfb12368d,http://ufcstats.com/event-details/07a18ae55dfc3cd9,DEC,989.6066318315646,1000.0,1010.5258694367963,979.0807623947684
UFC 15: Collision Course,1997-12-21,Heavyweight,Randy Couture,Vitor Belfort,Randy Couture,KO/TKOPunches,1,8:16,http://ufcstats.com/fight-details/b5e49b35bc25c5a9,http://ufcstats.com/event-details/07a18ae55dfc3cd9,KO,1040.1106777714813,1064.153025814728,1063.3712084483793,1040.8924951378299
UFC 15: Collision Course,1997-12-21,Heavyweight,Mark Kerr,Dwayne Cason,Mark Kerr,SUBRear Naked Choke,1,0:53,http://ufcstats.com/fight-details/1c1f8f281b2065e0,http://ufcstats.com/event-details/07a18ae55dfc3cd9,SUB,1056.2418839512409,1021.0,1074.1211395613664,1003.1207443898746
UFC 15: Collision Course,1997-12-21,Heavyweight,Maurice Smith,David Abbott,Maurice Smith,SUBOther,1,8:08,http://ufcstats.com/fight-details/b3cafb4e6e1b2ad0,http://ufcstats.com/event-details/07a18ae55dfc3cd9,SUB,1031.369598840206,1030.0781889979744,1052.2510144907485,1009.1967733474318
UFC - Ultimate Japan,1998-03-13,Heavyweight,Randy Couture,Maurice Smith,Randy Couture,M-DEC,3,3:00,http://ufcstats.com/fight-details/748657d9ba9d7c71,http://ufcstats.com/event-details/29f935654825331b,DEC,1063.3712084483793,1052.2510144907485,1082.408365212525,1033.2138577266028
UFC - Ultimate Japan,1998-03-13,Heavyweight,Kazushi Sakuraba,Marcus Silveira,Kazushi Sakuraba,SUBArmbar,1,3:44,http://ufcstats.com/fight-details/ec1bda9a4c2aab42,http://ufcstats.com/event-details/29f935654825331b,SUB,1000.0,1000.0,1021.0,979.0
UFC - Ultimate Japan,1998-03-13,Heavyweight,Vitor Belfort,Joe Charles,Vitor Belfort,SUBArmbar,1,4:03,http://ufcstats.com/fight-details/5c3542260741c6bc,http://ufcstats.com/event-details/29f935654825331b,SUB,1040.8924951378299,1026.4486398584654,1060.583892338914,1006.7572426573813
UFC - Ultimate Japan,1998-03-13,Lightweight,Frank Shamrock,Kevin Jackson,Frank Shamrock,SUBArmbar,1,0:16,http://ufcstats.com/fight-details/e0c636beed345e1d,http://ufcstats.com/event-details/29f935654825331b,SUB,1000.0,1040.1106777714813,1024.822398637811,1015.2882791336702
UFC - Ultimate Japan,1998-03-13,Heavyweight,David Abbott,Yoji Anjo,David Abbott,U-DEC,2,3:00,http://ufcstats.com/fight-details/764e492b55c0ec40,http://ufcstats.com/event-details/29f935654825331b,DEC,1009.1967733474318,1000.0,1028.3988865057522,980.7978868416795
UFC - Ultimate Japan,1998-03-13,Heavyweight,Tra Telligman,Brad Kohler,Tra Telligman,SUBArmbar,1,10:05,http://ufcstats.com/fight-details/0e0629a1503125a6,http://ufcstats.com/event-details/29f935654825331b,SUB,981.0949305999313,1000.0,1003.8643619395704,977.230568660361
UFC 16: Battle in the Bayou,1998-05-15,Lightweight,Laverne Clark,Josh Stuart,Laverne Clark,KO/TKO,1,1:15,http://ufcstats.com/fight-details/b80872821bc4f6ba,http://ufcstats.com/event-details/749685d24e2cac50,KO,1000.0,1000.0,1021.0,979.0
UFC 16: Battle in the Bayou,1998-05-15,Lightweight,Chris Brennan,Courtney Turner,Chris Brennan,SUBArmbar,1,1:20,http://ufcstats.com/fight-details/4bce0ce561a65288,http://ufcstats.com/event-details/749685d24e2cac50,SUB,1000.0,1000.0,1021.0,979.0
UFC 16: Battle in the Bayou,1998-05-15,Lightweight,Mikey Burnett,Eugenio Tadeu,Mikey Burnett,KO/TKOPunches,1,9:45,http://ufcstats.com/fight-details/a3a328ca117184df,http://ufcstats.com/event-details/749685d24e2cac50,KO,1000.0,1000.0,1021.0,979.0
UFC 16: Battle in the Bayou,1998-05-15,Lightweight,Pat Miletich,Townsend Saunders,Pat Miletich,S-DEC,2,3:00,http://ufcstats.com/fight-details/43885ee6cc5ed241,http://ufcstats.com/event-details/749685d24e2cac50,DEC,1000.0,1000.0,1020.0,980.0
UFC 16: Battle in the Bayou,1998-05-15,Middleweight,Jerry Bohlander,Kevin Jackson,Jerry Bohlander,SUBArmbar,1,10:23,http://ufcstats.com/fight-details/db936df21e61209e,http://ufcstats.com/event-details/749685d24e2cac50,SUB,1058.2448288404273,1015.2882791336702,1075.4748829202113,998.0582250538864
UFC 16: Battle in the Bayou,1998-05-15,Lightweight,Pat Miletich,Chris Brennan,Pat Miletich,SUBShoulder Choke,1,9:02,http://ufcstats.com/fight-details/16f25f0808db6f77,http://ufcstats.com/event-details/749685d24e2cac50,SUB,1020.0,1021.0,1041.0920333558222,999.9079666441779
UFC 16: Battle in the Bayou,1998-05-15,Heavyweight,Tsuyoshi Kohsaka,Kimo Leopoldo,Tsuyoshi Kohsaka,U-DEC,2,3:00,http://ufcstats.com/fight-details/b55481006297ba05,http://ufcstats.com/event-details/749685d24e2cac50,DEC,1000.0,997.3270173730837,1019.7665612307355,977.5604561423481
UFC 16: Battle in the Bayou,1998-05-15,Middleweight,Frank Shamrock,Igor Zinoviev,Frank Shamrock,KO/TKOSlam,1,0:22,http://ufcstats.com/fight-details/f32f823658478705,http://ufcstats.com/event-details/749685d24e2cac50,KO,1024.822398637811,1000.0,1043.598471965773,981.223926672038
UFC 17: Redemption,1998-10-16,Heavyweight,Pete Williams,Mark Coleman,Pete Williams,KO/TKOKick,2,0:38,http://ufcstats.com/fight-details/a4d8e991ec42b048,http://ufcstats.com/event-details/4a01dc8376736ef5,KO,1000.0,1087.9113220339955,1032.4829651920827,1055.4283568419128
UFC 17: Redemption,1998-10-16,Middleweight,Dan Henderson,Carlos Newton,Dan Henderson,S-DEC,2,3:00,http://ufcstats.com/fight-details/17526cb9fb6072ef,http://ufcstats.com/event-details/4a01dc8376736ef5,DEC,1000.0,1000.0,1020.0,980.0
UFC 17: Redemption,1998-10-16,Heavyweight,David Abbott,Hugo Duarte,David Abbott,KO/TKOPunches,1,0:43,http://ufcstats.com/fight-details/1e14e79a477f2357,http://ufcstats.com/event-details/4a01dc8376736ef5,KO,1028.3988865057522,1000.0,1046.8645823302043,981.5343041755481
UFC 17: Redemption,1998-10-16,Middleweight,Frank Shamrock,Jeremy Horn,Frank Shamrock,SUBKneebar,2,1:28,http://ufcstats.com/fight-details/1d3c1dedfba6eddc,http://ufcstats.com/event-details/4a01dc8376736ef5,SUB,1043.598471965773,1000.0,1062.4109556996668,981.1875162661061
UFC 17: Redemption,1998-10-16,Middleweight,Carlos Newton,Bob Gilstrap,Carlos Newton,SUBTriangle Choke,1,0:52,http://ufcstats.com/fight-details/8d83354075a937f2,http://ufcstats.com/event-details/4a01dc8376736ef5,SUB,980.0,1000.0,1002.8737493939796,977.1262506060204
UFC 17: Redemption,1998-10-16,Middleweight,Dan Henderson,Allan Goes,Dan Henderson,U-DEC,2,3:00,http://ufcstats.com/fight-details/21aa163b80e504f9,http://ufcstats.com/event-details/4a01dc8376736ef5,DEC,1020.0,1000.0,1038.2844781209799,981.71552187902
