Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL
UFC Fight Night: Andrade vs. Blanchfield,"February 25, 2023",Heavyweight,Jamal Pogues,Josh Parisian,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/f21a3d68fb9df387
UFC Fight Night: Andrade vs. Blanchfield,"February 25, 2023",Light Heavyweight,Marcin Prachnio,William Knight,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/f21a3d68fb9df387
UFC Fight Night: Andrade vs. Blanchfield,"February 25, 2023",Lightweight,Alexander Hernandez,Jim Miller,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/f21a3d68fb9df387
UFC Fight Night: Andrade vs. Blanchfield,"February 25, 2023",Lightweight,Nazim Sadykhov,Evan Elder,Draw,KO/TKO,3,0:38,http://ufcstats.com/event-details/f21a3d68fb9df387
UFC Fight Night: Andrade vs. Blanchfield,"February 25, 2023",Women's Bantamweight,Mayra Bueno Silva,Lina Lansberg,Draw,"SUB

      

        Kneebar",2,4:45,http://ufcstats.com/event-details/f21a3d68fb9df387
UFC Fight Night: Andrade vs. Blanchfield,"February 25, 2023",Featherweight,Jamall Emmers,Khusein Askhabov,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/f21a3d68fb9df387
UFC Fight Night: Andrade vs. Blanchfield,"February 25, 2023",Light Heavyweight,Philipe Lins,Ovince Saint Preux,Draw,"KO/TKO

      

        Punch",1,0:49,http://ufcstats.com/event-details/f21a3d68fb9df387
UFC Fight Night: Andrade vs. Blanchfield,"February 25, 2023",Welterweight,AJ Fletcher,Themba Gorimbo,Draw,"SUB

      

        Guillotine Choke",2,1:37,http://ufcstats.com/event-details/f21a3d68fb9df387
UFC Fight Night: Andrade vs. Blanchfield,"February 25, 2023",Flyweight,Clayton Carpenter,Juancamilo Ronderos,Draw,"SUB

      

        Rear Naked Choke",1,3:13,http://ufcstats.com/event-details/f21a3d68fb9df387
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Lightweight,Islam Makhachev,Alexander Volkanovski,Draw,U-DEC,5,5:00,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Featherweight,Yair Rodriguez,Josh Emmett,Draw,"SUB

      

        Triangle Choke",2,4:19,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Welterweight,Jack Della Maddalena,Randy Brown,Draw,"SUB

      

        Rear Naked Choke",1,2:13,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Heavyweight,Justin Tafa,Parker Porter,Draw,"KO/TKO

      

        Punch",1,1:06,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Light Heavyweight,Jimmy Crute,Alonzo Menifield,Draw,M-DEC,3,5:00,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Light Heavyweight,Modestas Bukauskas,Tyson Pedro,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Featherweight,Josh Culibao,Melsik Baghdasaryan,Draw,"SUB

      

        Rear Naked Choke",2,2:02,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Flyweight,Kleydson Rodrigues,Shannon Ross,Draw,"KO/TKO

      

        Punches",1,0:59,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Lightweight,Jamie Mullarkey,Francisco Prado,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Featherweight,Jack Jenkins,Don Shainis,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Women's Strawweight,Loma Lookboonmee,Elise Reed,Draw,"SUB

      

        Rear Naked Choke",2,0:44,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Featherweight,Blake Bilder,Shane Young,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC 284: Makhachev vs. Volkanovski,"February 18, 2023",Lightweight,Elves Brener,Zubaira Tukhugov,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/01dd4cdc2446f665
UFC Fight Night: Lewis vs. Spivac,"February 11, 2023",Heavyweight,Serghei Spivac,Derrick Lewis,Draw,"SUB

      

        Arm Triangle",1,3:05,http://ufcstats.com/event-details/d26394fc0e8e880a
UFC Fight Night: Lewis vs. Spivac,"February 11, 2023",Light Heavyweight,Devin Clark,Da Woon Jung,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/d26394fc0e8e880a
UFC Fight Night: Lewis vs. Spivac,"February 11, 2023",Heavyweight,Marcin Tybura,Blagoy Ivanov,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/d26394fc0e8e880a
UFC Fight Night: Lewis vs. Spivac,"February 11, 2023",Featherweight,Dooho Choi,Kyle Nelson,Draw,M-DEC,3,5:00,http://ufcstats.com/event-details/d26394fc0e8e880a
UFC Fight Night: Lewis vs. Spivac,"February 11, 2023",Welterweight,Adam Fugitt,Yusaku Kinoshita,Draw,"KO/TKO

      

        Elbows",1,4:36,http://ufcstats.com/event-details/d26394fc0e8e880a
UFC Fight Night: Lewis vs. Spivac,"February 11, 2023",Lightweight,Anshul Jubli,Jeka Saragih,Draw,"KO/TKO

      

        Elbows",2,3:44,http://ufcstats.com/event-details/d26394fc0e8e880a
UFC Fight Night: Lewis vs. Spivac,"February 11, 2023",Featherweight,JeongYeong Lee,Yizha,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/d26394fc0e8e880a
UFC Fight Night: Lewis vs. Spivac,"February 11, 2023",Bantamweight,Rinya Nakamura,Toshiomi Kazama,Draw,"KO/TKO

      

        Punch",1,0:33,http://ufcstats.com/event-details/d26394fc0e8e880a
UFC Fight Night: Lewis vs. Spivac,"February 11, 2023",Flyweight,HyunSung Park,SeungGuk Choi,Draw,"SUB

      

        Rear Naked Choke",3,3:11,http://ufcstats.com/event-details/d26394fc0e8e880a
UFC Fight Night: Lewis vs. Spivac,"February 11, 2023",Middleweight,JunYong Park,Denis Tiuliulin,Draw,"SUB

      

        Rear Naked Choke",1,4:05,http://ufcstats.com/event-details/d26394fc0e8e880a
